ZipCode,RepCompanyName,TduCompanyName,RepCompany,Product,kwh500,kwh1000,kwh2000,kwh500_PerMo,kwh1000_PerMo,kwh2000_PerMo,PrePaid,Fixed,RateType,Renewable,TermTypeDesc,TermValue,TermType,CancelTypeDesc,CancelType,Website,SpecialTerms,TermsURL,FactsURL,PrepaidURL,Promotion,PromotionDesc
"","","TEXAS-NEW MEXICO POWER COMPANY","Texpo Energy","Texpo's Clear Blue Skies 100% Renewable E-Plan with Flexible Term",0.1360,0.1140,0.1110,68.0000,114.0000,222.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.texpoenergy.com/","No Special Terms","https://www.texpoenergy.com/Docs/texpo-tos-fixed.pdf","http://www.texpoenergy.com/Docs/texpo-efl-flex-green.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Epcot Electric","12 Months Fixed Sunshine - AutoPay",0.1110,0.0850,0.0810,55.5000,85.0000,162.0000,False,1,"Fixed","17","Value","12","12","Value","135.00","http://www.epcotelectric.com/","NO Monthly Fee Term: 12 Month Contract with Auto-Pay Sign Up Required. ","https://www.epcotelectric.com/Docs/tos%20residential%20sunshine%2012%20autopay%203.05.12.pdf","https://www.epcotelectric.com/Docs/tnmp%20sunshine%20efl%20030512%20autopay.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","YEP","36 Month Green Earth 100% Renewable E-Plan with Fixed Term ",0.1380,0.1160,0.1130,69.0000,116.0000,226.0000,False,1,"Fixed","100","Value","36","36","Value","175.00","http://www.yeptexas.com/","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-36-green.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","Potentia Energy","Potentia Pure Green 18",0.1260,0.1060,0.1060,63.0000,106.0000,212.0000,False,1,"Fixed","100","Value","18","18","Value","200.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle. ","https://enrollment.potentiaenergy.com/Documents/RT121911BG.pdf","https://enrollment.potentiaenergy.com/Documents/SU_PPG18_1060_041612.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","BOUNCE ENERGY","Tremendous 24",0.1250,0.1000,0.0950,62.5000,100.0000,190.0000,False,1,"Fixed","0","Value","24","24","Value","250.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-24/msid/51","*Lock in a rate for 24 months *Call 1-866-962-6862 to learn more! *Pay on-time and earn a FREE month of electricity. *Earn other great rewards like bill credits, movie tickets through the Rewards Program","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/tremendous24.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Potentia Energy","Potentia Pure Green 12",0.1130,0.0930,0.0930,56.5000,93.0000,186.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle.","https://enrollment.potentiaenergy.com/Documents/RT121911BG.pdf","https://enrollment.potentiaenergy.com/Documents/WTU_PPG12_930_32212.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","Potentia Energy","Potentia Peace of Mind 24 ",0.1240,0.1040,0.1040,62.0000,104.0000,208.0000,False,1,"Fixed","6","Value","24","24","Value","250.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle.","https://enrollment.potentiaenergy.com/Documents/RT121911B.pdf","https://enrollment.potentiaenergy.com/Documents/SU_PPOM24_1040_013012.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Mission Power","Mission Savings 12",0.1219,0.1020,0.1020,60.9500,102.0000,204.0000,False,1,"Fixed","0","Value","12","12","Value","195.00","www.missionpower.com","No Special Terms","http://www.missionpower.info/web/pdf/tos/2011-08-23-DRAFT-Residential-Mission%20V%202.2.pdf","http://www.missionpower.info/app/edi/pdf/programs/20120503_FIX12_MP.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","BOUNCE ENERGY","Express Move 6",0.1170,0.0930,0.0890,58.5000,93.0000,178.0000,False,1,"Fixed","0","Value","6","6","Value","150.00","http://www.bounceenergy.com/texas/moving/msid/51","*Perfect plan for movers who want to lock in for 6 bills. *Call 1-866-962-6862 to order. *Receive a $25 Restaurant.com gift card as a housewarming gift. *Receive additional moving services such as mover quotes, change of address, do-not-mail and do-not-call registration. *Your choice of 4 rewards programs.","http://www.bounceenergy.com/terms-of-service.pdf","http://www.bounceenergy.com/efls/expressmove6-042012.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","TriEagle Energy","Eagle 12",0.0930,0.0880,0.0850,46.5000,88.0000,170.0000,False,1,"Fixed","4","Value","12","12","Text","$20.00 per month left in term","https://www.trieagleenergy.com/residential/default.aspx?utm_source=PowerToChoose&utm_medium=ptc&utm_term=12%2Bmonth&utm_campaign=PowerToChoose","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties.<br />","http://www.trieagleenergy.com/docs/tos.pdf","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-12mo.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","APNA Energy ","APNA Super Saver 12",0.1050,0.0850,0.0850,52.5000,85.0000,170.0000,False,1,"Fixed","7","Value","12","12","Value","150.00","https://www.apnaenergy.com/Enroll/EnrollRequest.aspx","No Special Terms","http://www.apnaenergy.com/Docs/tosr0910-7.pdf","https://www.apnaenergy.com/Docs/ss12.pdf.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Mission Power","Mission Savings 12",0.1109,0.0910,0.0910,55.4500,91.0000,182.0000,False,1,"Fixed","0","Value","12","12","Value","195.00","www.missionpower.com","No Special Terms","http://www.missionpower.info/web/pdf/tos/2011-08-23-DRAFT-Residential-Mission%20V%202.2.pdf","http://www.missionpower.info/app/edi/pdf/programs/20120503_FIX12_MP.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","BOUNCE ENERGY","Organic Power Fixed 12",0.1250,0.1000,0.0950,62.5000,100.0000,190.0000,False,1,"Fixed","100","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/green-plan-fixed/msid/51","*Call 1-866-962-6862 to sign up today! *Choose between $50 in bill credits or a $50 VISA gift card at the end of your 12 month term through the Rewards Program. *Clean energy, locked in for the next 12 bills.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/organicpowerfixed12.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Amigo Energy","GoGreen - 100% Renewable Energy",0.1160,0.0990,0.0980,58.0000,99.0000,196.0000,False,1,"Fixed","100","Value","12","12","Value","175.00","https://www.amigoenergy.com/Residential/PlansandPrices.aspx?pc=PTC&DUNS=957877905","No Special Terms. Call our New Customer Hotline 1-888-995-9299.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","http://webs.amigoenergy.com/EFLPDFs/ptc/AMI_Res_EFL_CNP_Green_12.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","WTU Retail Energy","Price Protection E-Plan 24",0.1143,0.0916,0.0902,57.1500,91.6000,180.4000,False,1,"Fixed","0","Value","24","24","Value","300.00","https://www.wturetailenergy.com/EN/Res/Pages/TXEnrollment.aspx?offercd=PWR2CHSE&program=EWTUW477","Receive E-Bills and E-Correspondence for discount of 0.5 cents per kWh. No enrollment fee. Multiple payment options.","https://www.directenergy.com/DocFiles/WTU_FV_TOS_EN_091211.pdf","https://www.directenergy.com/DocFiles/EWTUW477_English_WITHminimum021712.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Just Energy","EasyStart Prepay",0.0990,0.0990,0.0990,49.5000,99.0000,198.0000,True,0,"Variable","1","Value","1","1","Value","0.00","http://www.justenergy.com/p/ptc/index.html?referID=ptc-tx-oncor-justenergylink-easystartprepay&utm_source=powertochoose&utm_medium=online-marketplaces&utm_content=oncor&utm_campaign=easystartprepay","No Special Terms","http://www.justenergy.com/download_texas_document.html?file=dHlwZT1HeUlOdTA2M0pDbyUzRCZtYXJrZXQ9bFZGV09xY2dVaTglM0QmdGRzcD1xT1hTTDM5RndQcyUzRCZkaXN0cmlidXRvcj1KdSUyRk1PN2ZTQjBFJTNEJnByb2R1Y3Q9bWZoTzZkUmRKSFBJdkdHSUgxb2JGUSUzRCUzRA==","http://www.justenergy.com/download_texas_document.html?file=dHlwZT10REdBWDh3d255TSUzRCZtYXJrZXQ9bFZGV09xY2dVaTglM0QmdGRzcD1xT1hTTDM5RndQcyUzRCZkaXN0cmlidXRvcj1KdSUyRk1PN2ZTQjBFJTNEJnByb2R1Y3Q9bWZoTzZkUmRKSFBJdkdHSUgxb2JGUSUzRCUzRA==","http://www.justenergy.com/files/prepay-res-app.pdf","False","No Promotion",0
"","","CENTERPOINT ENERGY","Smart Prepaid Electric","Smart Prepaid ""PTCWEB""",0.0990,0.0990,0.0990,49.5000,99.0000,198.0000,True,0,"Variable","5","Value","0","0","Value","0.00","https://www.smartprepaidelectric.com/SignUp/tabid/72/language/en-US/Default.aspx?PC=ptcweb","Smart Meter required for service. Web only special. $75 prepayment credit card payment required.","http://www.smartprepaidelectric.com/Portals/0/Documents/RESIDENTIAL_TOS_Prepaid.pdf","https://www.smartprepaidelectric.com/WebEnrollment/PDFEFLs/RESIDENTIAL_EFL_50519.pdf","https://www.smartprepaidelectric.com/WebEnrollment/PDFRightsTerms/RESIDENTIAL_Disclosure_Prepaid.pdf","False","No Promotion",0
"","","NUECES ELECTRIC COOPERATIVE","Texas Power","Texas Power Pure 100% Green Variable Plan",0.1314,0.1114,0.1114,65.7000,111.4000,222.8000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.texaspoweronline.com","No Special Terms","http://www.texaspoweronline.com/content/forms/TXP_TOS.pdf","http://www.texaspoweronline.com/content/forms/Pure/RES_EFL_NUE_VARPURE.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Pennywise Power","Wise Buy 12 ",0.1170,0.0870,0.0820,58.5000,87.0000,164.0000,False,1,"Fixed","7","Value","12","12","Value","150.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4131","Cinco de Mayo $50 Bill Credit Offer: Get a $50 bill credit for enrolling on Wise Buy-12. Offer ends May 6th. See details at www.pennywisepower.com. Electronic Billing and Auto payment via bank draft, credit card, or debit card required. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.","https://www.pennywisepower.com/files/09017518809dd16a.pdf","https://www.pennywisepower.com/files/0901751880ac3a3a.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Southwest Power & Light","Spirit of Texas Fixed 24 Month E-Plan ",0.1080,0.0860,0.0830,54.0000,86.0000,166.0000,False,1,"Fixed","10","Value","24","24","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Southwest Power & Light","3 Months Plant-A-Tree Fixed Rate E-Plan",0.1150,0.0880,0.0820,57.5000,88.0000,164.0000,False,1,"Fixed","10","Value","3","3","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com ","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","http://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-tree.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Reliant ","Monthly Flex 100% Texas Wind",0.0980,0.0890,0.0840,49.0000,89.0000,168.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WM1291&s.campaign=A3P_ERCOT_2010WindPTCOffers","24/7 customer service. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WM1291. See EFL for more details. ","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abad0a.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Mega Energy, LP","24 Month Mega Protection Plan",0.1270,0.0980,0.0980,63.5000,98.0000,196.0000,False,1,"Fixed","11","Value","24","24","Value","200.00","http://www.mymegaenergy.com","No Special Terms","http://www.mymegaenergy.com/files/uploads/terms_of_service/Res_TOSV_11_10_20110.pdf","http://www.mymegaenergy.com/files/uploads/electricity_facts_label/MP_24_NAP_CNP_04_19_2012.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","First Choice Power","First Choice Web Advantage Green 24",0.1370,0.1320,0.1290,68.5000,132.0000,258.0000,False,1,"Fixed","100","Value","24","24","Value","250.00","http://www.firstchoicepower.com/power-to-choose-g","ONLY AVAILABLE ONLINE","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20759C06_20120202.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","TriEagle Energy","Eagle 24",0.1040,0.0990,0.0960,52.0000,99.0000,192.0000,False,1,"Fixed","4","Value","24","24","Text","$20.00 per month left in term","https://www.trieagleenergy.com/residential/default.aspx?utm_source=PowerToChoose&utm_medium=ptc&utm_term=24%2Bmonth&utm_campaign=PowerToChoose","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties.<br />","http://www.trieagleenergy.com/docs/tos.pdf","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-TNMP-24mo.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","VETERAN ENERGY","SECURE GREEN 6",0.1150,0.1050,0.1050,57.5000,105.0000,210.0000,False,1,"Fixed","100","Value","6","6","Value","100.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_6m_secure_green.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Ambit Energy","Texas Select Variable Plan",0.1400,0.1310,0.1270,70.0000,131.0000,254.0000,False,0,"Variable","5","Value","0","0","Value","0.00","http://www.myambit.com?pmc=P2C","Promotional Offers - Available Only To First Time Customers","http://www.ambitenergy.com/mediaserver/media/get/TexasTermsOfService","http://www.ambitenergy.com/mediaserver/media/get/TSVPRNG0_509_283_1","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Stream Energy","Flex Choice Intro Plan (FOR NEW CUSTOMERS ONLY)",0.1180,0.0880,0.0840,59.0000,88.0000,168.0000,False,0,"Variable","11","Value","1","1","Value","0.00","http://www.streamenergy.net/","This offer is for new customers.  See Promotion Description for more details. ","http://www.streamenergy.net/stream_documents.asp","http://www.streamenergy.net/stream_documents.asp","","True","For New Customers Only: Please note the price for this product is lower than Stream Energy’s standard variable product in order to allow new customers to try Stream Energy’s services at a lower introductory rate.",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Reliant","Secure Advantage-6 100% Texas Wind",0.1150,0.0850,0.0800,57.5000,85.0000,160.0000,False,1,"Fixed","100","Value","6","6","Value","150.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WM1291&s.campaign=A3P_ERCOT_2010WindPTCOffers","$9.95/month base charge if usage falls below 800 kWh in a month. No base charge for usage greater than or equal to 800 kWh/month. The price can change as described by the formula in the Electricity Facts Label and to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges. See reliant.com for more details. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WM1291.","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abad2e.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Frontier Utilities","SuperLock 12",0.1210,0.1080,0.1060,60.5000,108.0000,212.0000,False,1,"Fixed","6","Value","12","12","Value","150.00","https://www.my-frontieronline.net/SelfEnrollment/Default.aspx?pc=&zc=&DC=TX&tc=CNP","No Special Terms","http://frontierutilities.com/Documents/TOS_FU_111111_EN.pdf","http://frontierutilities.com/Documents/EFL_FU_SL12_030912_EN.pdf ","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Texpo Energy","Texpo's Clear Blue Skies 100% Renewable E-Plan with Flexible Term",0.1320,0.1100,0.1070,66.0000,110.0000,214.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.texpoenergy.com/","No Special Terms","http://www.texpoenergy.com/Docs/texpo-tos-flex.pdf","http://www.texpoenergy.com/Docs/texpo-efl-flex-green.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Pennywise Power","Wise Buy 3",0.1290,0.0990,0.0930,64.5000,99.0000,186.0000,False,1,"Fixed","7","Value","3","3","Value","75.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137","Electronic Billing and Auto payment via bank draft, credit card, or debit card required. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4137.","https://www.pennywisepower.com/files/09017518809dd16a.pdf","https://www.pennywisepower.com/files/0901751880ac6035.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Tara Energy","Tara Energy Green 12",0.1050,0.0880,0.0870,52.5000,88.0000,174.0000,False,1,"Fixed","100","Value","12","12","Value","250.00","http://www.taraenergy.com/Tara06/view+plans+and+prices.aspx?DUNS=007923311&promocode=PTCGREEN","Enjoy electricity from 100% Renewable Sources.","http://www.taraenergy.com/WE/PDFRightsTerms/RES_TOS_ENG_TE.pdf","http://www.taraenergy.com/taraptcefls/TE_Res_EFL_AEPN_Green_12.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","StarTex Power ","Star ""Secure"" 3 Year Plan",0.1030,0.1000,0.0980,51.5000,100.0000,196.0000,False,1,"Fixed","9","Value","36","36","Value","350.00","http://www.startexpower.com","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-EOF36ND4504SA-ONCOR-Fixed-36-20120501.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","VETERAN ENERGY","FREEDOM MONTH TO MONTH",0.1300,0.1200,0.1200,65.0000,120.0000,240.0000,False,0,"Variable","12","Value","0","0","Value","0.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_m2m_freedom.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","VETERAN ENERGY","FREEDOM MONTH TO MONTH ",0.0930,0.0830,0.0830,46.5000,83.0000,166.0000,False,0,"Variable","12","Value","0","0","Value","0.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_m2m_freedom.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Ambit Energy","Certified Green Texas Variable Plan",0.1480,0.1380,0.1340,74.0000,138.0000,268.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.myambit.com?pmc=P2C","No Special Terms","http://www.ambitenergy.com/mediaserver/media/get/TexasTermsOfService","http://www.ambitenergy.com/mediaserver/media/get/CGTVPRNG0_508_287_1","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","WTU Retail Energy","Price Protection E-Plan 3",0.0960,0.0880,0.0850,48.0000,88.0000,170.0000,False,1,"Fixed","0","Value","3","3","Value","0.00","https://www.wturetailenergy.com/EN/Res/Pages/TXEnrollment.aspx?offercd=PWR2CHSE&program=EWTUW488","Receive E-Bills and E-Correspondence for discount of 0.5 cents per kWh. No enrollment fee. Multiple payment options.","https://www.directenergy.com/DocFiles/WTU_FV_TOS_EN_091211.pdf","https://www.directenergy.com/DocFiles/EWTUW488%20Eng%20WITHOUT%20min%2004%2020%2012.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","BOUNCE ENERGY","Bounce 24 + DIRECTV Bundle",0.1300,0.1060,0.1020,65.0000,106.0000,204.0000,False,1,"Fixed","20","Value","24","24","Value","250.00","http://www.bounceenergy.com/texas/electricity-directv-bundle/msid/51","*Exclusive offer from Bounce Energy and DIRECTV. *Lock in for 24 months *Watch 210+ DIRECTV channels with plans starting at $34.99. *Earn $390 in bill credits and rewards ($5/month on your electricity bill for 24 months and $5/month on your DIRECTV bill for 24 months + $150 in loyalty rewards).","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/bounce24.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Cirro Energy","Smart Lock 9",0.1020,0.0850,0.0820,51.0000,85.0000,164.0000,False,1,"Fixed","3","Value","9","9","Value","150.00","https://www.cirroenergy.com/Orders/default.aspx?order_path=1&offer_id=3552&tdsp_id=2&agent_id=101","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA & MC ::: Easy Online Account Access ::: Strength and Reliability of a Fortune 200 Company.","https://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=TosaFile&id=3164","https://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=EflFile&id=3164","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Amigo Energy","Amigo Essentials 18 Month ",0.1110,0.0880,0.0870,55.5000,88.0000,174.0000,False,1,"Fixed","11","Value","18","18","Value","125.00","https://www.amigoenergy.com/Residential/PlansandPrices.aspx?pc=PTC&DUNS=007923311","This program includes additional fees. Please refer to the facts label for additional details. Call our New Customer Hotline 1-888-995-9299.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","http://webs.amigoenergy.com/EFLPDFs/ptc/AMI_Res_EFL_AEPN_Essen_18.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","StarTex Power","Secure 3",0.1050,0.1020,0.1010,52.5000,102.0000,202.0000,False,1,"Fixed","9","Value","3","3","Value","100.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-EUF3ND4504SA-WTU-Fixed-3-20120501.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","BOUNCE ENERGY","Organic Power Fixed 12",0.1360,0.1120,0.1080,68.0000,112.0000,216.0000,False,1,"Fixed","100","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/green-plan-fixed/msid/51","*Call 1-866-962-6862 to sign up today! *Choose between $50 in bill credits or a $50 VISA Gift Card at the end of your 12 month term through the Rewards Program. *Clean energy, locked in for the next 12 bills.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/organicpowerfixed12.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Gexa Energy","Gexa 12",0.1070,0.0920,0.0850,53.5000,92.0000,170.0000,False,1,"Fixed","12","Value","12","12","Value","150.00","http://www.gexaenergy.com/PTC","|Get the Light of your life.  For less.  |Lock-in a low fixed rate plan and save.  |Make your bill more predictable with Gexa Energys Budget Billing.  |Free online bill pay and automatic billing options are also available.","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=9059&doctype=TOS","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=9059&doctype=EFL","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","StarTex Power","Star ""Secure"" 9 Month Plan",0.0950,0.0920,0.0900,47.5000,92.0000,180.0000,False,1,"Fixed","9","Value","9","9","Value","150.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-EOF9ND4504SA-ONCOR-Fixed-9-20120501.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","TriEagle Energy","Green Eagle 18",0.0990,0.0940,0.0910,49.5000,94.0000,182.0000,False,1,"Fixed","100","Value","18","18","Text","$20.00 per month left in term","https://www.trieagleenergy.com/residential/default.aspx?utm_source=PowerToChoose&utm_medium=ptc&utm_term=G18%2Bmonth&utm_campaign=PowerToChoose","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties.<br />","http://www.trieagleenergy.com/docs/tos.pdf","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-WTU-G-18mo.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","StarTex Power","Star ""Secure"" 6 Month Plan",0.1050,0.1050,0.1050,52.5000,105.0000,210.0000,False,1,"Fixed","9","Value","6","6","Value","150.00","http://www.startexpower.com/","No Special Terms","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-ESF6ND4504SA-Sharyland-Fixed-6-20120501.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Champion Energy Services","Green Power-12",0.1042,0.1011,0.0995,52.1000,101.1000,199.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-AEP(Central)-TOS.pdf","https://www.championenergyservices.com/GreenPower12.pdf","","False","No Promotion",0
